county_qualified_name	homes_sold	new_listings	inventory	median_dom	months_of_supply	state_code	county_name	months_averaged
Hunt County, TX	146.75	191.25	515.5	57.75	3.62	TX	Hunt County	3
Hunt County, TX	146.14	178.57	549.14	52.57	3.84	TX	Hunt County	6
Hunt County, TX	154.54	210.69	510.62	39.15	3.38	TX	Hunt County	12
Hunt County, TX	153.56	200.12	460.06	37.25	3.06	TX	Hunt County	18
Hutchinson County, TX	20.0	29.5	59.0	60.5	3.0	TX	Hutchinson County	1
Hutchinson County, TX	18.25	26.5	61.5	60.0	3.48	TX	Hutchinson County	3
Hutchinson County, TX	18.86	23.57	63.29	47.71	3.41	TX	Hutchinson County	6
Hutchinson County, TX	25.85	26.69	56.54	243.31	4.03	TX	Hutchinson County	12
Hutchinson County, TX	22.12	24.75	52.94	211.06	4.6	TX	Hutchinson County	18
Irion County, TX	1.0	1.0	2.0	3.0	2.0	TX	Irion County	1
Irion County, TX	1.0	1.0	1.67	8.33	1.67	TX	Irion County	3
Irion County, TX	1.0	1.0	1.67	8.33	1.67	TX	Irion County	6
Irion County, TX	1.43	1.75	1.4	15.14	1.2	TX	Irion County	12
Irion County, TX	1.44	1.8	1.29	22.44	1.07	TX	Irion County	18
Jack County, TX	4.5	6.5	24.5	108.0	5.6	TX	Jack County	1
Jack County, TX	3.67	6.33	25.0	103.33	8.07	TX	Jack County	3
Jack County, TX	3.5	5.5	28.0	94.0	8.77	TX	Jack County	6
Jack County, TX	4.5	7.17	25.75	85.33	6.92	TX	Jack County	12
Jack County, TX	4.53	7.0	23.93	80.27	7.13	TX	Jack County	18
Jackson County, TX	8.0	13.5	41.0	54.0	5.25	TX	Jackson County	1
Jackson County, TX	6.5	10.25	39.75	102.75	8.5	TX	Jackson County	3
Jackson County, TX	7.86	10.0	40.43	82.57	6.74	TX	Jackson County	6
Jackson County, TX	10.23	12.85	38.46	58.77	5.05	TX	Jackson County	12
Jackson County, TX	10.5	13.12	37.06	52.62	4.72	TX	Jackson County	18
Jasper County, TX	16.5	24.5	95.0	28.5	5.9	TX	Jasper County	1
Jasper County, TX	12.25	24.5	91.75	43.0	8.5	TX	Jasper County	3
Jasper County, TX	13.71	25.71	89.43	40.0	7.33	TX	Jasper County	6
Jasper County, TX	13.38	23.08	73.38	42.08	5.93	TX	Jasper County	12
Jasper County, TX	13.5	22.06	67.5	40.94	5.41	TX	Jasper County	18
Jeff Davis County, TX	4.0	4.5	17.5	20.0	5.75	TX	Jeff Davis County	1
Jeff Davis County, TX	3.0	5.75	18.0	80.5	7.5	TX	Jeff Davis County	3
Jeff Davis County, TX	2.67	4.5	16.67	139.33	7.33	TX	Jeff Davis County	6
Jeff Davis County, TX	2.25	3.83	15.58	120.92	8.98	TX	Jeff Davis County	12
Jeff Davis County, TX	2.23	3.62	14.92	154.92	8.56	TX	Jeff Davis County	18
Jefferson County, TX	198.0	306.0	664.5	24.5	3.35	TX	Jefferson County	1
Jefferson County, TX	169.0	273.25	639.5	26.75	3.88	TX	Jefferson County	3
Jefferson County, TX	176.71	272.43	649.71	33.71	3.77	TX	Jefferson County	6
Jefferson County, TX	197.62	263.31	584.08	35.54	3.11	TX	Jefferson County	12
Jefferson County, TX	198.88	262.75	557.62	36.38	2.94	TX	Jefferson County	18
Jim Hogg County, TX	3.0	2.0	12.5	79.5	4.5	TX	Jim Hogg County	1
Jim Hogg County, TX	3.0	2.0	12.5	79.5	4.5	TX	Jim Hogg County	3
Jim Hogg County, TX	2.0	1.8	12.8	106.2	8.4	TX	Jim Hogg County	6
Jim Hogg County, TX	2.43	2.5	12.29	96.43	6.94	TX	Jim Hogg County	12
Jim Hogg County, TX	2.11	2.75	11.89	210.12	7.73	TX	Jim Hogg County	18
Jim Wells County, TX	13.0	20.0	51.0	75.5	4.0	TX	Jim Wells County	1
Jim Wells County, TX	10.0	16.0	58.25	82.25	6.82	TX	Jim Wells County	3
Jim Wells County, TX	9.29	13.57	64.14	71.14	7.79	TX	Jim Wells County	6
Jim Wells County, TX	11.31	17.85	63.31	56.15	6.47	TX	Jim Wells County	12
Jim Wells County, TX	11.5	17.94	60.0	63.12	6.08	TX	Jim Wells County	18
Johnson County, TX	265.5	336.0	761.0	61.0	2.85	TX	Johnson County	1
Johnson County, TX	223.75	294.75	783.5	65.0	3.78	TX	Johnson County	3
Johnson County, TX	213.57	267.57	804.86	57.14	3.96	TX	Johnson County	6
Johnson County, TX	239.77	325.62	745.08	40.54	3.27	TX	Johnson County	12
Johnson County, TX	236.75	309.56	662.88	36.81	2.91	TX	Johnson County	18
Jones County, TX	16.5	15.0	44.0	107.0	3.35	TX	Jones County	1
Jones County, TX	12.75	14.0	47.5	103.5	4.62	TX	Jones County	3
Jones County, TX	11.0	14.0	49.0	73.86	5.19	TX	Jones County	6
Jones County, TX	12.46	15.77	43.77	55.69	4.03	TX	Jones County	12
Jones County, TX	11.62	15.44	41.12	59.44	4.0	TX	Jones County	18
Karnes County, TX	3.0	3.0	10.0	111.0	6.4	TX	Karnes County	1
Karnes County, TX	2.75	2.5	10.5	97.0	7.02	TX	Karnes County	3
Karnes County, TX	3.29	3.17	14.43	72.0	6.39	TX	Karnes County	6
Karnes County, TX	3.77	5.08	14.69	66.77	5.79	TX	Karnes County	12
Karnes County, TX	3.88	4.6	14.56	71.38	5.43	TX	Karnes County	18
Kaufman County, TX	299.5	376.5	866.5	74.0	2.9	TX	Kaufman County	1
Kaufman County, TX	259.0	331.5	884.25	74.25	3.6	TX	Kaufman County	3
Kaufman County, TX	263.29	307.14	956.86	64.71	3.73	TX	Kaufman County	6
Kaufman County, TX	291.54	382.77	934.77	46.23	3.3	TX	Kaufman County	12
Kaufman County, TX	292.94	367.44	834.56	41.94	2.93	TX	Kaufman County	18
Kendall County, TX	58.5	82.0	245.0	74.5	4.2	TX	Kendall County	1
Kendall County, TX	47.0	68.5	242.75	75.0	5.72	TX	Kendall County	3
Kendall County, TX	44.57	65.0	247.71	61.0	6.03	TX	Kendall County	6
Kendall County, TX	52.85	75.69	221.08	45.38	4.69	TX	Kendall County	12
Kendall County, TX	51.56	72.69	197.19	41.94	4.21	TX	Kendall County	18
Kent County, TX	1.0	1.0	1.0	3.0	1.0	TX	Kent County	1
Kent County, TX	1.0	1.0	1.0	186.0	1.0	TX	Kent County	3
Kent County, TX	1.0	1.0	1.0	186.0	1.0	TX	Kent County	6
Kent County, TX	1.25	1.0	1.33	158.5	1.17	TX	Kent County	12
Kent County, TX	1.25	1.0	1.33	158.5	1.17	TX	Kent County	18
Kerr County, TX	51.5	71.0	187.5	52.5	3.7	TX	Kerr County	1
Kerr County, TX	44.0	60.25	193.25	69.0	4.6	TX	Kerr County	3
Kerr County, TX	43.71	56.29	195.0	65.71	4.69	TX	Kerr County	6
Kerr County, TX	48.31	62.31	180.54	57.85	3.97	TX	Kerr County	12
Kerr County, TX	49.56	62.69	174.0	56.81	3.74	TX	Kerr County	18
Kimble County, TX	1.0	4.0	8.5	57.0	8.5	TX	Kimble County	1
Kimble County, TX	1.0	3.0	8.33	47.0	8.33	TX	Kimble County	3
Kimble County, TX	1.4	2.0	7.2	107.4	6.1	TX	Kimble County	6
Kimble County, TX	1.25	2.17	7.75	83.38	7.06	TX	Kimble County	12
Kimble County, TX	1.22	2.0	7.44	74.78	6.83	TX	Kimble County	18
Kinney County, TX	1.5	2.5	16.0	217.5	11.75	TX	Kinney County	1
Kinney County, TX	1.75	3.25	16.25	139.0	11.3	TX	Kinney County	3
Kinney County, TX	2.14	3.29	18.0	140.43	9.84	TX	Kinney County	6
Kinney County, TX	2.38	3.77	18.08	106.85	9.96	TX	Kinney County	12
Kinney County, TX	2.4	3.73	16.67	99.47	9.05	TX	Kinney County	18
Kleberg County, TX	17.5	30.0	60.5	44.5	3.6	TX	Kleberg County	1
Kleberg County, TX	15.0	24.25	61.75	52.5	4.35	TX	Kleberg County	3
Kleberg County, TX	14.57	22.71	65.43	50.57	4.97	TX	Kleberg County	6
Kleberg County, TX	18.23	25.15	63.77	42.69	4.0	TX	Kleberg County	12
Kleberg County, TX	18.12	24.5	60.88	46.19	3.84	TX	Kleberg County	18
Knox County, TX	3.0	3.0	11.0	28.0	3.7	TX	Knox County	1
Knox County, TX	2.0	2.33	9.67	110.0	5.57	TX	Knox County	3
Knox County, TX	2.17	2.33	9.67	99.83	4.92	TX	Knox County	6
Knox County, TX	2.45	2.91	10.36	84.64	5.66	TX	Knox County	12
Knox County, TX	2.62	2.83	9.69	83.15	5.16	TX	Knox County	18
La Salle County, TX	2.0	1.0	3.0	80.0	1.5	TX	La Salle County	3
La Salle County, TX	1.33	1.0	2.67	155.0	2.17	TX	La Salle County	6
La Salle County, TX	1.29	1.33	3.86	87.29	3.43	TX	La Salle County	12
La Salle County, TX	1.22	1.8	4.89	99.67	4.56	TX	La Salle County	18
Lamar County, TX	18.0	30.5	118.0	94.5	6.6	TX	Lamar County	1
Lamar County, TX	16.5	30.0	121.75	74.0	7.5	TX	Lamar County	3
Lamar County, TX	19.29	31.86	127.57	59.14	7.01	TX	Lamar County	6
Lamar County, TX	22.69	37.54	109.62	47.77	5.38	TX	Lamar County	12
Lamar County, TX	22.12	36.06	99.38	45.62	4.91	TX	Lamar County	18
Lamb County, TX	4.0	8.5	23.5	46.5	5.9	TX	Lamb County	1
Lamb County, TX	4.25	7.0	19.5	44.5	4.7	TX	Lamb County	3
Lamb County, TX	4.5	6.5	19.83	47.83	4.5	TX	Lamb County	6
Lamb County, TX	5.08	6.83	17.58	48.0	3.89	TX	Lamb County	12
Lamb County, TX	4.53	6.67	17.47	52.47	4.57	TX	Lamb County	18
Lampasas County, TX	22.5	36.0	113.5	54.0	5.3	TX	Lampasas County	1
Lampasas County, TX	21.0	30.5	106.5	65.75	5.22	TX	Lampasas County	3
Lampasas County, TX	21.57	29.29	106.43	59.43	5.11	TX	Lampasas County	6
Lampasas County, TX	25.08	34.08	90.85	42.0	3.92	TX	Lampasas County	12
Lampasas County, TX	24.25	33.31	81.62	40.44	3.58	TX	Lampasas County	18
Lavaca County, TX	11.0	16.0	58.0	55.0	5.3	TX	Lavaca County	1
Lavaca County, TX	8.75	13.0	58.0	49.75	7.38	TX	Lavaca County	3
Lavaca County, TX	7.71	12.57	57.43	54.0	8.2	TX	Lavaca County	6
Lavaca County, TX	9.0	14.08	48.31	46.69	6.27	TX	Lavaca County	12
Lavaca County, TX	9.12	13.69	43.5	45.12	5.54	TX	Lavaca County	18
Lee County, TX	8.0	14.5	39.5	82.0	5.75	TX	Lee County	1
Lee County, TX	6.5	11.5	37.5	68.75	6.42	TX	Lee County	3
Lee County, TX	7.43	10.57	37.43	58.0	5.63	TX	Lee County	6
Lee County, TX	9.46	13.0	38.46	48.46	4.61	TX	Lee County	12
Lee County, TX	9.5	12.75	35.19	49.44	4.16	TX	Lee County	18
Leon County, TX	16.0	22.0	81.0	96.0	5.4	TX	Leon County	1
Leon County, TX	12.25	17.75	84.0	74.25	7.82	TX	Leon County	3
Leon County, TX	11.29	17.86	88.29	61.57	8.91	TX	Leon County	6
Leon County, TX	13.62	21.77	80.38	50.77	6.98	TX	Leon County	12
Leon County, TX	13.62	21.44	71.88	49.38	6.21	TX	Leon County	18
Liberty County, TX	86.0	153.5	587.5	72.5	7.35	TX	Liberty County	1
Liberty County, TX	73.0	149.25	572.0	69.25	8.6	TX	Liberty County	3
Liberty County, TX	74.86	133.71	544.14	61.86	7.73	TX	Liberty County	6
Liberty County, TX	91.15	145.23	487.92	50.15	6.01	TX	Liberty County	12
Liberty County, TX	92.94	142.56	459.56	49.0	5.55	TX	Liberty County	18
Limestone County, TX	7.5	28.0	79.5	129.0	10.65	TX	Limestone County	1
Limestone County, TX	5.75	24.5	75.0	132.25	16.62	TX	Limestone County	3
Limestone County, TX	5.29	19.0	70.57	99.0	15.51	TX	Limestone County	6
Limestone County, TX	7.15	21.08	66.23	72.38	11.43	TX	Limestone County	12
Limestone County, TX	8.06	19.31	59.94	74.88	9.81	TX	Limestone County	18
Lipscomb County, TX	2.5	5.0	8.0	33.0	3.6	TX	Lipscomb County	1
Lipscomb County, TX	2.0	3.5	7.5	122.75	4.3	TX	Lipscomb County	3
Lipscomb County, TX	1.67	3.5	8.0	102.67	5.87	TX	Lipscomb County	6
Lipscomb County, TX	1.5	3.0	8.0	95.12	6.4	TX	Lipscomb County	12
Lipscomb County, TX	1.5	3.0	8.0	95.12	6.4	TX	Lipscomb County	18
Live Oak County, TX	3.0	8.0	40.5	171.5	24.1	TX	Live Oak County	1
Live Oak County, TX	4.0	8.0	40.5	116.25	16.1	TX	Live Oak County	3
Live Oak County, TX	4.0	7.57	41.57	84.14	14.27	TX	Live Oak County	6
Live Oak County, TX	5.69	9.15	37.15	61.31	10.01	TX	Live Oak County	12
Live Oak County, TX	5.75	9.5	34.69	58.94	8.91	TX	Live Oak County	18
Llano County, TX	25.0	53.5	185.0	79.5	7.75	TX	Llano County	1
Llano County, TX	21.75	44.75	173.25	100.25	8.38	TX	Llano County	3
Llano County, TX	20.14	39.14	174.14	83.29	9.06	TX	Llano County	6
Llano County, TX	24.23	44.54	158.85	64.92	7.18	TX	Llano County	12
Llano County, TX	24.75	43.44	145.19	64.75	6.44	TX	Llano County	18
Lubbock County, TX	396.0	551.0	1038.0	30.5	2.6	TX	Lubbock County	1
Lubbock County, TX	340.0	503.75	1017.0	31.75	3.05	TX	Lubbock County	3
Lubbock County, TX	327.14	445.29	1010.14	32.14	3.13	TX	Lubbock County	6
Lubbock County, TX	384.77	504.85	920.31	26.92	2.53	TX	Lubbock County	12
Lubbock County, TX	385.0	489.12	907.25	30.75	2.48	TX	Lubbock County	18
Lynn County, TX	4.0	9.5	26.0	64.5	8.65	TX	Lynn County	1
Lynn County, TX	3.0	8.0	23.25	75.5	9.45	TX	Lynn County	3
Lynn County, TX	3.57	6.71	22.0	58.14	8.14	TX	Lynn County	6
Lynn County, TX	4.0	7.54	20.69	55.15	6.97	TX	Lynn County	12
Lynn County, TX	3.93	7.07	19.2	58.27	6.64	TX	Lynn County	18
Madison County, TX	10.5	11.5	44.5	65.5	5.3	TX	Madison County	1
Madison County, TX	7.5	10.5	46.75	66.5	10.7	TX	Madison County	3
Madison County, TX	6.83	9.67	46.0	61.0	10.13	TX	Madison County	6
Madison County, TX	7.58	11.58	41.0	55.67	7.53	TX	Madison County	12
Madison County, TX	7.47	10.87	37.47	56.4	6.72	TX	Madison County	18
Marion County, TX	9.5	13.0	45.0	146.0	4.75	TX	Marion County	1
Marion County, TX	7.0	10.75	44.75	127.5	7.38	TX	Marion County	3
Marion County, TX	6.14	9.43	43.57	98.86	9.91	TX	Marion County	6
Marion County, TX	7.92	10.46	39.77	81.92	7.03	TX	Marion County	12
Marion County, TX	7.69	10.44	37.62	83.12	6.53	TX	Marion County	18
Martin County, TX	2.0	2.0	14.0	50.0	7.0	TX	Martin County	1
Martin County, TX	1.5	3.0	14.5	127.5	11.0	TX	Martin County	3
Martin County, TX	1.5	3.0	14.5	127.5	11.0	TX	Martin County	6
Martin County, TX	1.67	3.0	12.83	125.4	10.42	TX	Martin County	12
Martin County, TX	1.57	2.86	12.14	112.67	10.07	TX	Martin County	18
Mason County, TX	3.0	5.5	24.5	175.5	14.1	TX	Mason County	1
Mason County, TX	2.0	5.0	22.75	162.25	17.55	TX	Mason County	3
Mason County, TX	1.86	4.43	21.29	176.29	15.67	TX	Mason County	6
Mason County, TX	2.58	4.42	20.42	141.08	12.83	TX	Mason County	12
Mason County, TX	2.8	4.73	19.6	135.6	11.59	TX	Mason County	18
Matagorda County, TX	24.5	44.0	132.5	42.5	5.45	TX	Matagorda County	1
Matagorda County, TX	22.5	35.5	130.5	73.75	5.88	TX	Matagorda County	3
Matagorda County, TX	21.43	31.86	136.57	66.29	6.49	TX	Matagorda County	6
Matagorda County, TX	25.31	38.62	138.0	49.46	5.71	TX	Matagorda County	12
Matagorda County, TX	25.06	37.25	130.81	51.81	5.56	TX	Matagorda County	18
Maverick County, TX	2.0	1.0	3.0	85.0	1.5	TX	Maverick County	3
Maverick County, TX	1.33	1.5	4.0	97.33	3.5	TX	Maverick County	6
Maverick County, TX	1.25	1.33	4.0	73.25	3.62	TX	Maverick County	12
Maverick County, TX	1.14	1.5	3.57	72.29	3.36	TX	Maverick County	18
McCulloch County, TX	8.0	11.5	32.5	81.0	4.15	TX	McCulloch County	1
McCulloch County, TX	8.5	12.25	35.5	84.75	4.82	TX	McCulloch County	3
McCulloch County, TX	7.0	9.86	35.29	77.29	6.24	TX	McCulloch County	6
McCulloch County, TX	7.77	10.31	31.38	68.15	4.97	TX	McCulloch County	12
McCulloch County, TX	7.38	10.0	29.19	74.62	5.0	TX	McCulloch County	18
McLennan County, TX	30.5	336.0	779.5	66.0	26.45	TX	McLennan County	1
McLennan County, TX	24.0	314.25	758.25	55.75	34.6	TX	McLennan County	3
McLennan County, TX	26.0	289.43	738.29	46.14	31.5	TX	McLennan County	6
McLennan County, TX	26.85	287.69	610.62	34.77	24.88	TX	McLennan County	12
McLennan County, TX	26.81	240.62	511.56	33.94	20.79	TX	McLennan County	18
McMullen County, TX	1.0	1.0	1.0	30.0	1.0	TX	McMullen County	6
McMullen County, TX	1.0	1.0	1.0	30.0	1.0	TX	McMullen County	12
McMullen County, TX	1.0	1.0	1.0	137.5	1.0	TX	McMullen County	18
Medina County, TX	41.5	63.5	200.5	91.5	4.85	TX	Medina County	1
Medina County, TX	35.5	54.0	201.5	88.0	5.88	TX	Medina County	3
Medina County, TX	39.57	50.29	209.57	79.57	5.46	TX	Medina County	6
Medina County, TX	45.69	63.31	194.54	57.62	4.52	TX	Medina County	12
Medina County, TX	46.38	63.44	177.12	53.06	4.09	TX	Medina County	18
Menard County, TX	1.0			6.0		TX	Menard County	1
Menard County, TX	1.0			6.0		TX	Menard County	3
Menard County, TX	1.0			6.0		TX	Menard County	6
Menard County, TX	1.0			6.0		TX	Menard County	12
Menard County, TX	1.0	1.0	1.0	55.0	1.0	TX	Menard County	18
Midland County, TX	64.5	242.5	520.0	55.5	8.35	TX	Midland County	1
Midland County, TX	55.0	223.5	556.5	51.0	11.28	TX	Midland County	3
Midland County, TX	55.57	210.29	609.57	53.43	12.0	TX	Midland County	6
Midland County, TX	76.92	259.77	668.69	79.69	12.12	TX	Midland County	12
Midland County, TX	70.62	238.12	624.19	80.5	11.92	TX	Midland County	18
Milam County, TX	16.5	20.0	73.0	73.5	4.5	TX	Milam County	1
Milam County, TX	13.75	19.0	77.75	74.25	6.18	TX	Milam County	3
Milam County, TX	13.71	19.43	84.43	69.57	6.76	TX	Milam County	6
Milam County, TX	14.31	23.15	75.0	53.08	5.92	TX	Milam County	12
Milam County, TX	14.81	22.0	68.75	51.88	5.29	TX	Milam County	18
Mills County, TX	2.5	3.5	16.5	98.0	6.9	TX	Mills County	1
Mills County, TX	2.0	4.0	16.67	100.67	10.27	TX	Mills County	3
Mills County, TX	2.17	3.17	17.67	91.83	9.27	TX	Mills County	6
Mills County, TX	2.08	3.83	15.67	68.83	9.12	TX	Mills County	12
Mills County, TX	2.07	3.47	14.0	60.8	8.19	TX	Mills County	18
Mitchell County, TX	1.0	3.0	25.0		25.0	TX	Mitchell County	1
Mitchell County, TX	1.0	3.0	25.0		25.0	TX	Mitchell County	3
Mitchell County, TX	1.0	3.0	25.0		25.0	TX	Mitchell County	6
Mitchell County, TX	1.0	7.33	32.0	263.5	32.0	TX	Mitchell County	12
Mitchell County, TX	1.0	7.33	32.0	263.5	32.0	TX	Mitchell County	18
Montague County, TX	14.5	28.0	85.0	59.5	5.9	TX	Montague County	1
Montague County, TX	13.25	25.75	80.5	55.0	6.7	TX	Montague County	3
Montague County, TX	14.43	21.43	76.57	57.43	6.0	TX	Montague County	6
Montague County, TX	19.23	27.08	71.23	47.38	4.48	TX	Montague County	12
Montague County, TX	20.38	26.56	65.81	48.25	3.96	TX	Montague County	18
Montgomery County, TX	1163.0	1488.5	3402.5	54.0	2.9	TX	Montgomery County	1
Montgomery County, TX	960.0	1279.5	3531.25	58.75	3.92	TX	Montgomery County	3
Montgomery County, TX	999.14	1186.71	3776.14	52.71	3.93	TX	Montgomery County	6
Montgomery County, TX	1165.31	1472.54	3582.0	35.77	3.28	TX	Montgomery County	12
Montgomery County, TX	1165.0	1464.25	3273.06	32.81	2.98	TX	Montgomery County	18
Moore County, TX	16.5	12.0	32.0	41.5	1.95	TX	Moore County	1
Moore County, TX	12.0	18.25	40.5	33.75	4.42	TX	Moore County	3
Moore County, TX	9.43	14.29	35.71	29.43	4.8	TX	Moore County	6
Moore County, TX	8.0	12.85	26.38	36.23	3.98	TX	Moore County	12
Moore County, TX	7.12	11.81	24.25	42.12	4.24	TX	Moore County	18
Morris County, TX	8.5	14.0	30.0	63.0	3.6	TX	Morris County	1
Morris County, TX	7.75	11.0	31.0	62.0	4.4	TX	Morris County	3
Morris County, TX	8.0	10.14	33.43	62.71	4.53	TX	Morris County	6
Morris County, TX	8.85	10.77	33.0	62.15	4.02	TX	Morris County	12
Morris County, TX	8.38	10.5	32.06	66.56	4.14	TX	Morris County	18
Motley County, TX	1.0			14.5		TX	Motley County	12
Motley County, TX	1.0			14.5		TX	Motley County	18
Nacogdoches County, TX	9.0	12.0	31.0	46.0	3.9	TX	Nacogdoches County	1
Nacogdoches County, TX	8.5	9.25	31.25	65.5	3.92	TX	Nacogdoches County	3
Nacogdoches County, TX	8.14	10.0	36.71	63.43	5.07	TX	Nacogdoches County	6
Nacogdoches County, TX	7.92	10.69	32.0	57.62	4.65	TX	Nacogdoches County	12
Nacogdoches County, TX	8.25	9.88	30.12	61.88	4.28	TX	Nacogdoches County	18
Navarro County, TX	39.5	64.0	155.5	70.0	4.0	TX	Navarro County	1
Navarro County, TX	34.25	56.25	158.5	71.5	4.82	TX	Navarro County	3
Navarro County, TX	34.43	50.29	163.57	63.86	4.9	TX	Navarro County	6
Navarro County, TX	43.54	57.77	157.23	50.23	3.93	TX	Navarro County	12
Navarro County, TX	41.44	56.75	145.12	49.62	3.74	TX	Navarro County	18
Newton County, TX	4.5	3.0	16.0	27.0	3.55	TX	Newton County	1
Newton County, TX	4.5	4.75	19.75	16.0	4.42	TX	Newton County	3
Newton County, TX	3.43	6.43	21.0	24.43	7.39	TX	Newton County	6
Newton County, TX	3.08	5.27	15.17	43.5	5.56	TX	Newton County	12
Newton County, TX	3.0	4.71	13.33	46.13	4.98	TX	Newton County	18
Nolan County, TX	1.5	4.0	13.0	129.5	9.75	TX	Nolan County	1
Nolan County, TX	2.0	5.0	14.25	102.5	8.07	TX	Nolan County	3
Nolan County, TX	2.14	3.86	14.71	92.83	8.43	TX	Nolan County	6
Nolan County, TX	2.33	4.33	16.08	71.0	8.78	TX	Nolan County	12
Nolan County, TX	2.29	4.21	15.29	72.69	8.59	TX	Nolan County	18
Ochiltree County, TX	6.0	6.5	34.5	72.5	6.65	TX	Ochiltree County	1
Ochiltree County, TX	5.0	8.25	35.0	97.0	7.78	TX	Ochiltree County	3
Ochiltree County, TX	4.14	7.14	36.29	101.0	13.54	TX	Ochiltree County	6
Ochiltree County, TX	4.1	8.3	36.7	80.7	14.74	TX	Ochiltree County	12
Ochiltree County, TX	4.1	8.3	36.7	80.7	14.74	TX	Ochiltree County	18
Oldham County, TX	1.0		3.0	16.0	3.0	TX	Oldham County	1
Oldham County, TX	1.0	1.0	3.0	44.67	3.0	TX	Oldham County	3
Oldham County, TX	1.4	2.0	4.2	34.6	3.26	TX	Oldham County	6
Oldham County, TX	1.57	2.0	4.57	36.29	3.11	TX	Oldham County	12
Oldham County, TX	1.5	1.8	4.12	36.62	2.85	TX	Oldham County	18
Orange County, TX	81.0	107.0	282.5	24.0	3.5	TX	Orange County	1
Orange County, TX	65.5	100.0	276.75	20.5	4.58	TX	Orange County	3
Orange County, TX	68.57	106.43	281.14	25.0	4.31	TX	Orange County	6
Orange County, TX	75.0	101.08	234.23	31.15	3.33	TX	Orange County	12
Orange County, TX	74.25	98.19	219.56	32.94	3.12	TX	Orange County	18
Palo Pinto County, TX	36.0	63.5	203.5	51.5	5.8	TX	Palo Pinto County	1
Palo Pinto County, TX	30.0	56.5	195.0	68.25	6.95	TX	Palo Pinto County	3
Palo Pinto County, TX	27.29	46.29	183.86	63.86	7.03	TX	Palo Pinto County	6
Palo Pinto County, TX	34.77	55.31	164.31	48.85	5.32	TX	Palo Pinto County	12
Palo Pinto County, TX	34.31	53.12	150.38	50.69	4.84	TX	Palo Pinto County	18
Panola County, TX	15.0	15.0	50.0	60.0	3.75	TX	Panola County	1
Panola County, TX	10.75	15.25	51.75	80.25	6.02	TX	Panola County	3
Panola County, TX	10.71	13.14	49.43	80.57	5.49	TX	Panola County	6
Panola County, TX	14.23	15.85	48.15	71.62	4.22	TX	Panola County	12
Panola County, TX	14.38	16.06	48.25	69.69	4.06	TX	Panola County	18
Parker County, TX	254.0	327.0	980.5	74.5	3.85	TX	Parker County	1
Parker County, TX	212.25	296.25	988.0	80.0	4.85	TX	Parker County	3
Parker County, TX	213.0	269.43	1014.0	69.86	4.89	TX	Parker County	6
Parker County, TX	250.85	343.23	923.38	50.31	3.93	TX	Parker County	12
Parker County, TX	252.69	329.94	823.81	47.19	3.48	TX	Parker County	18
Parmer County, TX	1.0		6.0	234.0	6.0	TX	Parmer County	1
Parmer County, TX	1.0	1.0	7.5	133.5	7.5	TX	Parmer County	3
Parmer County, TX	1.5	3.0	8.75	77.25	7.25	TX	Parmer County	6
Parmer County, TX	1.56	2.33	5.56	59.56	4.39	TX	Parmer County	12
Parmer County, TX	1.56	2.33	5.56	59.56	4.39	TX	Parmer County	18
Pecos County, TX	2.0	9.5	47.0	222.0	23.5	TX	Pecos County	1
Pecos County, TX	1.75	7.5	50.0	158.0	31.88	TX	Pecos County	3
Pecos County, TX	2.0	7.57	53.0	145.67	32.43	TX	Pecos County	6
Pecos County, TX	2.36	8.73	58.27	128.7	29.98	TX	Pecos County	12
Pecos County, TX	2.23	8.69	55.92	130.33	30.33	TX	Pecos County	18
Polk County, TX	47.0	87.0	313.0	55.5	6.7	TX	Polk County	1
Polk County, TX	44.25	82.0	302.25	82.0	7.07	TX	Polk County	3
Polk County, TX	44.71	72.29	306.0	69.71	7.11	TX	Polk County	6
Polk County, TX	56.92	85.08	268.92	48.92	5.35	TX	Polk County	12
Polk County, TX	57.94	83.44	247.56	47.94	4.82	TX	Polk County	18
Potter County, TX	87.5	101.0	246.0	25.5	2.95	TX	Potter County	1
Potter County, TX	74.25	110.25	241.5	23.25	3.4	TX	Potter County	3
Potter County, TX	76.57	101.14	231.0	22.57	3.11	TX	Potter County	6
Potter County, TX	64.0	115.08	213.85	19.62	4.08	TX	Potter County	12
Potter County, TX	55.0	104.94	193.31	27.0	4.63	TX	Potter County	18
Presidio County, TX	2.5	5.5	20.5	130.5	13.0	TX	Presidio County	1
Presidio County, TX	2.25	4.75	20.75	99.75	13.68	TX	Presidio County	3
Presidio County, TX	1.86	3.86	22.0	110.14	16.31	TX	Presidio County	6
Presidio County, TX	2.42	4.67	23.08	85.17	14.67	TX	Presidio County	12
Presidio County, TX	2.4	4.73	21.73	107.53	13.99	TX	Presidio County	18
