county_qualified_name	homes_sold_redfin	new_listings_redfin	inventory_redfin	median_dom_redfin	months_of_supply_redfin	state_code	county_name	months_averaged_redfin	Total Comps	For Sale Comps (All)	Sold Comps (All)	Sold Comps (6m)	Sold Comps (3m)	Listed Comps (12m)	Listed Comps (6m)	Listed Comps (3m)	Sold-For Sale Ratio	Sold-Listed Ratio (12m)	Sold-Listed Ratio (6m)	Sold-Listed Ratio (3m)	Parcels on Market Ratio	Total DataTree Parcels	Total Out of State Owner Parcels	Total Out of County Owner Parcels	Out of State to Total Ratio	Out of County to Total Ratio	Coefficient of Variation	Coefficient of Variation (6m)	Coefficient of Variation (3m)	Days on Market	MoM Price Change %	Economic Rank	Economic Score	Population	Population Change (2010-2019)	Population Change %	Population-Sq Mile	property_count
Starr County, TX	6.69	12.54	66.0	89.62	12.72	TX	Starr County	12	360	330	30	0	0	193	132	83	0.09	0.16	0.0	0.0	0.013	24978	1120	10233	0.045	0.41	0.34	0.31	0.31	265.9	5.25	429.0	1.32	64633	3499	5.4	52.6	23,103
Starr County, TX	7.12	12.88	63.31	81.38	11.47	TX	Starr County	18	360	330	30	0	0	193	132	83	0.09	0.16	0.0	0.0	0.013	24978	1120	10233	0.045	0.41	0.34	0.31	0.31	265.9	5.25	429.0	1.32	64633	3499	5.4	52.6	23,103
Stephens County, TX	4.0	9.0	29.0	67.0	9.65	TX	Stephens County	1	312	114	198	15	9	53	24	14	1.74	3.74	0.62	0.64	0.02	5743	294	3632	0.051	0.632	0.25	0.16	0.16	214.4	5.65	891.0	0.5	9366	-254	-2.7	10.2	9,961
Stephens County, TX	5.25	6.75	29.0	103.5	7.25	TX	Stephens County	3	312	114	198	15	9	53	24	14	1.74	3.74	0.62	0.64	0.02	5743	294	3632	0.051	0.632	0.25	0.16	0.16	214.4	5.65	891.0	0.5	9366	-254	-2.7	10.2	9,961
Stephens County, TX	6.29	6.71	33.57	88.86	6.46	TX	Stephens County	6	312	114	198	15	9	53	24	14	1.74	3.74	0.62	0.64	0.02	5743	294	3632	0.051	0.632	0.25	0.16	0.16	214.4	5.65	891.0	0.5	9366	-254	-2.7	10.2	9,961
Stephens County, TX	6.15	9.46	34.62	64.0	6.99	TX	Stephens County	12	312	114	198	15	9	53	24	14	1.74	3.74	0.62	0.64	0.02	5743	294	3632	0.051	0.632	0.25	0.16	0.16	214.4	5.65	891.0	0.5	9366	-254	-2.7	10.2	9,961
Stephens County, TX	6.5	8.75	31.5	71.25	6.11	TX	Stephens County	18	312	114	198	15	9	53	24	14	1.74	3.74	0.62	0.64	0.02	5743	294	3632	0.051	0.632	0.25	0.16	0.16	214.4	5.65	891.0	0.5	9366	-254	-2.7	10.2	9,961
Sterling County, TX	2.0	1.0	1.0	11.0	0.5	TX	Sterling County	1	44	44	0	0	0	42	0	0	0.0	0.0	0.0	0.0	0.028	1549	61	769	0.039	0.496	0.06	0.06	0.06	290.5	-0.33	929.0	0.46	1291	154	11.9	1.4	2,168
Sterling County, TX	2.0	1.0	1.0	11.0	0.5	TX	Sterling County	3	44	44	0	0	0	42	0	0	0.0	0.0	0.0	0.0	0.028	1549	61	769	0.039	0.496	0.06	0.06	0.06	290.5	-0.33	929.0	0.46	1291	154	11.9	1.4	2,168
Sterling County, TX	1.5	1.0	1.0	11.0	0.75	TX	Sterling County	6	44	44	0	0	0	42	0	0	0.0	0.0	0.0	0.0	0.028	1549	61	769	0.039	0.496	0.06	0.06	0.06	290.5	-0.33	929.0	0.46	1291	154	11.9	1.4	2,168
Sterling County, TX	1.25	1.0	1.25	11.0	1.12	TX	Sterling County	12	44	44	0	0	0	42	0	0	0.0	0.0	0.0	0.0	0.028	1549	61	769	0.039	0.496	0.06	0.06	0.06	290.5	-0.33	929.0	0.46	1291	154	11.9	1.4	2,168
Sterling County, TX	1.2	1.0	1.25	24.5	1.12	TX	Sterling County	18	44	44	0	0	0	42	0	0	0.0	0.0	0.0	0.0	0.028	1549	61	769	0.039	0.496	0.06	0.06	0.06	290.5	-0.33	929.0	0.46	1291	154	11.9	1.4	2,168
Sutton County, TX	2.0	3.0	8.5	171.0	5.15	TX	Sutton County	1	374	300	74	0	0	11	6	4	0.25	6.73	0.0	0.0	0.066	4576	220	2586	0.048	0.565	0.22	0.16	0.16	151.4	-4.06	479.0	1.19	3776	-286	-7.6	2.6	5,660
Sutton County, TX	2.5	3.25	10.25	88.25	4.58	TX	Sutton County	3	374	300	74	0	0	11	6	4	0.25	6.73	0.0	0.0	0.066	4576	220	2586	0.048	0.565	0.22	0.16	0.16	151.4	-4.06	479.0	1.19	3776	-286	-7.6	2.6	5,660
Sutton County, TX	2.4	3.0	10.2	71.6	4.66	TX	Sutton County	6	374	300	74	0	0	11	6	4	0.25	6.73	0.0	0.0	0.066	4576	220	2586	0.048	0.565	0.22	0.16	0.16	151.4	-4.06	479.0	1.19	3776	-286	-7.6	2.6	5,660
Sutton County, TX	2.1	3.11	12.2	58.0	6.38	TX	Sutton County	12	374	300	74	0	0	11	6	4	0.25	6.73	0.0	0.0	0.066	4576	220	2586	0.048	0.565	0.22	0.16	0.16	151.4	-4.06	479.0	1.19	3776	-286	-7.6	2.6	5,660
Sutton County, TX	1.92	3.58	10.77	54.0	5.87	TX	Sutton County	18	374	300	74	0	0	11	6	4	0.25	6.73	0.0	0.0	0.066	4576	220	2586	0.048	0.565	0.22	0.16	0.16	151.4	-4.06	479.0	1.19	3776	-286	-7.6	2.6	5,660
Swisher County, TX	3.0	2.5	5.0	34.5	1.65	TX	Swisher County	1	56	30	26	0	0	4	2	0	0.87	6.5	0.0	0.0	0.009	3471	285	1428	0.082	0.411	0.11	0.09	0.09	238.5	4.76	1324.0	0.07	7397	-521	-7.0	8.2	6,408
Swisher County, TX	2.75	3.0	5.75	56.25	2.15	TX	Swisher County	3	56	30	26	0	0	4	2	0	0.87	6.5	0.0	0.0	0.009	3471	285	1428	0.082	0.411	0.11	0.09	0.09	238.5	4.76	1324.0	0.07	7397	-521	-7.0	8.2	6,408
Swisher County, TX	2.83	3.17	6.67	52.17	3.33	TX	Swisher County	6	56	30	26	0	0	4	2	0	0.87	6.5	0.0	0.0	0.009	3471	285	1428	0.082	0.411	0.11	0.09	0.09	238.5	4.76	1324.0	0.07	7397	-521	-7.0	8.2	6,408
Swisher County, TX	2.64	3.27	8.55	61.55	5.04	TX	Swisher County	12	56	30	26	0	0	4	2	0	0.87	6.5	0.0	0.0	0.009	3471	285	1428	0.082	0.411	0.11	0.09	0.09	238.5	4.76	1324.0	0.07	7397	-521	-7.0	8.2	6,408
Swisher County, TX	2.5	3.17	8.75	59.67	5.53	TX	Swisher County	18	56	30	26	0	0	4	2	0	0.87	6.5	0.0	0.0	0.009	3471	285	1428	0.082	0.411	0.11	0.09	0.09	238.5	4.76	1324.0	0.07	7397	-521	-7.0	8.2	6,408
Tarrant County, TX	2010.5	2428.5	3602.5	33.5	1.8	TX	Tarrant County	1	1957	1348	609	230	105	1381	899	572	0.45	0.44	0.26	0.18	0.024	55033	2162	12882	0.039	0.234	0.37	0.24	0.24	126.6	7.51	766.0	0.65	2102515	285035	13.6	2342.7	644,169
Tarrant County, TX	1711.0	2095.75	3791.5	40.75	2.35	TX	Tarrant County	3	1957	1348	609	230	105	1381	899	572	0.45	0.44	0.26	0.18	0.024	55033	2162	12882	0.039	0.234	0.37	0.24	0.24	126.6	7.51	766.0	0.65	2102515	285035	13.6	2342.7	644,169
Tarrant County, TX	1703.57	1963.86	4224.29	38.86	2.56	TX	Tarrant County	6	1957	1348	609	230	105	1381	899	572	0.45	0.44	0.26	0.18	0.024	55033	2162	12882	0.039	0.234	0.37	0.24	0.24	126.6	7.51	766.0	0.65	2102515	285035	13.6	2342.7	644,169
Tarrant County, TX	1988.08	2476.77	4152.46	29.15	2.19	TX	Tarrant County	12	1957	1348	609	230	105	1381	899	572	0.45	0.44	0.26	0.18	0.024	55033	2162	12882	0.039	0.234	0.37	0.24	0.24	126.6	7.51	766.0	0.65	2102515	285035	13.6	2342.7	644,169
Tarrant County, TX	1974.81	2411.12	3726.56	27.06	1.96	TX	Tarrant County	18	1957	1348	609	230	105	1381	899	572	0.45	0.44	0.26	0.18	0.024	55033	2162	12882	0.039	0.234	0.37	0.24	0.24	126.6	7.51	766.0	0.65	2102515	285035	13.6	2342.7	644,169
Taylor County, TX	172.5	225.0	443.0	41.5	2.6	TX	Taylor County	1	1144	767	377	66	38	452	277	149	0.49	0.83	0.24	0.26	0.044	17383	752	3493	0.043	0.201	0.69	0.62	0.62	203.9	-2.01	513.0	1.11	138034	6199	4.5	150.2	76,290
Taylor County, TX	148.25	199.5	444.5	48.25	3.18	TX	Taylor County	3	1144	767	377	66	38	452	277	149	0.49	0.83	0.24	0.26	0.044	17383	752	3493	0.043	0.201	0.69	0.62	0.62	203.9	-2.01	513.0	1.11	138034	6199	4.5	150.2	76,290
Taylor County, TX	146.14	174.57	472.71	43.57	3.34	TX	Taylor County	6	1144	767	377	66	38	452	277	149	0.49	0.83	0.24	0.26	0.044	17383	752	3493	0.043	0.201	0.69	0.62	0.62	203.9	-2.01	513.0	1.11	138034	6199	4.5	150.2	76,290
Taylor County, TX	179.15	219.38	454.31	33.15	2.72	TX	Taylor County	12	1144	767	377	66	38	452	277	149	0.49	0.83	0.24	0.26	0.044	17383	752	3493	0.043	0.201	0.69	0.62	0.62	203.9	-2.01	513.0	1.11	138034	6199	4.5	150.2	76,290
Taylor County, TX	178.25	217.75	420.75	31.62	2.51	TX	Taylor County	18	1144	767	377	66	38	452	277	149	0.49	0.83	0.24	0.26	0.044	17383	752	3493	0.043	0.201	0.69	0.62	0.62	203.9	-2.01	513.0	1.11	138034	6199	4.5	150.2	76,290
Terrell County, TX	1.0	1.0	1.0	13.0	1.0	TX	Terrell County	3	301	152	149	0	0	10	7	7	0.98	14.9	0.0	0.0	0.025	6198	593	5498	0.096	0.887	0.26	0.14	0.14	222.9	1.65	320.0	1.76	776	-235	-30.3	0.3	5,453
Terrell County, TX	1.0	1.0	1.0	18.5	1.0	TX	Terrell County	6	301	152	149	0	0	10	7	7	0.98	14.9	0.0	0.0	0.025	6198	593	5498	0.096	0.887	0.26	0.14	0.14	222.9	1.65	320.0	1.76	776	-235	-30.3	0.3	5,453
Terrell County, TX	1.0	1.0	1.0	18.5	1.0	TX	Terrell County	12	301	152	149	0	0	10	7	7	0.98	14.9	0.0	0.0	0.025	6198	593	5498	0.096	0.887	0.26	0.14	0.14	222.9	1.65	320.0	1.76	776	-235	-30.3	0.3	5,453
Terrell County, TX	1.0	1.0	1.0	18.5	1.0	TX	Terrell County	18	301	152	149	0	0	10	7	7	0.98	14.9	0.0	0.0	0.025	6198	593	5498	0.096	0.887	0.26	0.14	0.14	222.9	1.65	320.0	1.76	776	-235	-30.3	0.3	5,453
Terry County, TX	3.5	9.5	30.0	16.5	8.75	TX	Terry County	1	109	66	43	0	0	25	22	22	0.65	1.72	0.0	0.0	0.013	4923	325	2474	0.066	0.503	0.15	0.08	0.08	75.8	-2.25	509.0	1.12	12337	-345	-2.8	13.8	8,969
Terry County, TX	4.0	8.0	28.75	64.75	7.82	TX	Terry County	3	109	66	43	0	0	25	22	22	0.65	1.72	0.0	0.0	0.013	4923	325	2474	0.066	0.503	0.15	0.08	0.08	75.8	-2.25	509.0	1.12	12337	-345	-2.8	13.8	8,969
Terry County, TX	4.0	7.0	28.43	48.57	7.81	TX	Terry County	6	109	66	43	0	0	25	22	22	0.65	1.72	0.0	0.0	0.013	4923	325	2474	0.066	0.503	0.15	0.08	0.08	75.8	-2.25	509.0	1.12	12337	-345	-2.8	13.8	8,969
Terry County, TX	4.62	7.54	23.15	47.08	5.88	TX	Terry County	12	109	66	43	0	0	25	22	22	0.65	1.72	0.0	0.0	0.013	4923	325	2474	0.066	0.503	0.15	0.08	0.08	75.8	-2.25	509.0	1.12	12337	-345	-2.8	13.8	8,969
Terry County, TX	4.94	7.06	21.69	52.94	5.38	TX	Terry County	18	109	66	43	0	0	25	22	22	0.65	1.72	0.0	0.0	0.013	4923	325	2474	0.066	0.503	0.15	0.08	0.08	75.8	-2.25	509.0	1.12	12337	-345	-2.8	13.8	8,969
Throckmorton County, TX	1.0	3.0	4.0	91.0	4.0	TX	Throckmorton County	3	89	47	42	0	0	6	4	1	0.89	7.0	0.0	0.0	0.016	2883	169	1855	0.059	0.643	0.15	0.05	0.05	180.8	5.61	2258.0	-0.76	1501	-138	-9.2	1.6	3,738
Throckmorton County, TX	1.0	3.0	4.0	91.0	4.0	TX	Throckmorton County	6	89	47	42	0	0	6	4	1	0.89	7.0	0.0	0.0	0.016	2883	169	1855	0.059	0.643	0.15	0.05	0.05	180.8	5.61	2258.0	-0.76	1501	-138	-9.2	1.6	3,738
Throckmorton County, TX	1.0	3.0	4.0	91.0	4.0	TX	Throckmorton County	12	89	47	42	0	0	6	4	1	0.89	7.0	0.0	0.0	0.016	2883	169	1855	0.059	0.643	0.15	0.05	0.05	180.8	5.61	2258.0	-0.76	1501	-138	-9.2	1.6	3,738
Throckmorton County, TX	1.0	3.0	4.0	55.5	4.0	TX	Throckmorton County	18	89	47	42	0	0	6	4	1	0.89	7.0	0.0	0.0	0.016	2883	169	1855	0.059	0.643	0.15	0.05	0.05	180.8	5.61	2258.0	-0.76	1501	-138	-9.2	1.6	3,738
Titus County, TX	12.5	18.0	47.5	48.0	3.85	TX	Titus County	1	405	274	131	10	6	137	69	53	0.48	0.96	0.14	0.11	0.033	8231	570	2933	0.069	0.356	0.36	0.31	0.31	164.2	2.75	1090.0	0.29	32750	331	1.0	76.9	19,172
Titus County, TX	9.25	16.75	47.0	60.25	5.92	TX	Titus County	3	405	274	131	10	6	137	69	53	0.48	0.96	0.14	0.11	0.033	8231	570	2933	0.069	0.356	0.36	0.31	0.31	164.2	2.75	1090.0	0.29	32750	331	1.0	76.9	19,172
Titus County, TX	9.0	14.57	46.43	54.0	5.64	TX	Titus County	6	405	274	131	10	6	137	69	53	0.48	0.96	0.14	0.11	0.033	8231	570	2933	0.069	0.356	0.36	0.31	0.31	164.2	2.75	1090.0	0.29	32750	331	1.0	76.9	19,172
Titus County, TX	10.23	16.08	45.62	49.38	4.92	TX	Titus County	12	405	274	131	10	6	137	69	53	0.48	0.96	0.14	0.11	0.033	8231	570	2933	0.069	0.356	0.36	0.31	0.31	164.2	2.75	1090.0	0.29	32750	331	1.0	76.9	19,172
Titus County, TX	10.06	15.38	41.81	49.69	4.56	TX	Titus County	18	405	274	131	10	6	137	69	53	0.48	0.96	0.14	0.11	0.033	8231	570	2933	0.069	0.356	0.36	0.31	0.31	164.2	2.75	1090.0	0.29	32750	331	1.0	76.9	19,172
Tom Green County, TX	122.5	190.5	281.5	2.0	2.35	TX	Tom Green County	1	716	667	49	0	0	475	290	255	0.07	0.1	0.0	0.0	0.05	13238	418	2581	0.032	0.195	0.51	0.45	0.45	146.8	-0.48	360.0	1.56	119200	8522	7.1	77.4	60,491
Tom Green County, TX	105.5	176.5	254.5	2.0	2.5	TX	Tom Green County	3	716	667	49	0	0	475	290	255	0.07	0.1	0.0	0.0	0.05	13238	418	2581	0.032	0.195	0.51	0.45	0.45	146.8	-0.48	360.0	1.56	119200	8522	7.1	77.4	60,491
Tom Green County, TX	108.29	155.29	235.43	1.86	2.24	TX	Tom Green County	6	716	667	49	0	0	475	290	255	0.07	0.1	0.0	0.0	0.05	13238	418	2581	0.032	0.195	0.51	0.45	0.45	146.8	-0.48	360.0	1.56	119200	8522	7.1	77.4	60,491
Tom Green County, TX	131.08	170.38	196.69	4.46	1.65	TX	Tom Green County	12	716	667	49	0	0	475	290	255	0.07	0.1	0.0	0.0	0.05	13238	418	2581	0.032	0.195	0.51	0.45	0.45	146.8	-0.48	360.0	1.56	119200	8522	7.1	77.4	60,491
Tom Green County, TX	130.44	170.19	197.31	10.0	1.64	TX	Tom Green County	18	716	667	49	0	0	475	290	255	0.07	0.1	0.0	0.0	0.05	13238	418	2581	0.032	0.195	0.51	0.45	0.45	146.8	-0.48	360.0	1.56	119200	8522	7.1	77.4	60,491
Travis County, TX	1177.0	2008.5	4676.5	55.5	4.0	TX	Travis County	1	1493	1297	196	3	1	1064	791	554	0.15	0.18	0.0	0.0	0.03	43475	3389	15302	0.078	0.352	0.58	0.38	0.38	127.4	2.01	339.0	1.67	1273954	243451	19.1	1246.4	341,621
Travis County, TX	1010.0	1637.75	4344.25	69.75	4.4	TX	Travis County	3	1493	1297	196	3	1	1064	791	554	0.15	0.18	0.0	0.0	0.03	43475	3389	15302	0.078	0.352	0.58	0.38	0.38	127.4	2.01	339.0	1.67	1273954	243451	19.1	1246.4	341,621
Travis County, TX	995.86	1390.43	4493.86	65.57	4.59	TX	Travis County	6	1493	1297	196	3	1	1064	791	554	0.15	0.18	0.0	0.0	0.03	43475	3389	15302	0.078	0.352	0.58	0.38	0.38	127.4	2.01	339.0	1.67	1273954	243451	19.1	1246.4	341,621
Travis County, TX	1224.54	1812.0	4482.54	51.15	3.92	TX	Travis County	12	1493	1297	196	3	1	1064	791	554	0.15	0.18	0.0	0.0	0.03	43475	3389	15302	0.078	0.352	0.58	0.38	0.38	127.4	2.01	339.0	1.67	1273954	243451	19.1	1246.4	341,621
Travis County, TX	1246.81	1764.69	3974.25	47.62	3.44	TX	Travis County	18	1493	1297	196	3	1	1064	791	554	0.15	0.18	0.0	0.0	0.03	43475	3389	15302	0.078	0.352	0.58	0.38	0.38	127.4	2.01	339.0	1.67	1273954	243451	19.1	1246.4	341,621
Trinity County, TX	21.5	28.5	112.0	122.0	5.45	TX	Trinity County	1	1086	664	422	84	32	534	346	242	0.64	0.79	0.24	0.13	0.037	18042	1820	12564	0.101	0.696	0.47	0.37	0.35	140.3	2.8	1138.0	0.25	14651	-78	-0.5	20.5	25,868
Trinity County, TX	17.25	28.0	114.75	89.75	7.25	TX	Trinity County	3	1086	664	422	84	32	534	346	242	0.64	0.79	0.24	0.13	0.037	18042	1820	12564	0.101	0.696	0.47	0.37	0.35	140.3	2.8	1138.0	0.25	14651	-78	-0.5	20.5	25,868
Trinity County, TX	16.86	24.57	122.29	76.71	8.06	TX	Trinity County	6	1086	664	422	84	32	534	346	242	0.64	0.79	0.24	0.13	0.037	18042	1820	12564	0.101	0.696	0.47	0.37	0.35	140.3	2.8	1138.0	0.25	14651	-78	-0.5	20.5	25,868
Trinity County, TX	17.92	29.92	114.77	60.15	6.98	TX	Trinity County	12	1086	664	422	84	32	534	346	242	0.64	0.79	0.24	0.13	0.037	18042	1820	12564	0.101	0.696	0.47	0.37	0.35	140.3	2.8	1138.0	0.25	14651	-78	-0.5	20.5	25,868
Trinity County, TX	17.75	28.56	105.5	62.5	6.39	TX	Trinity County	18	1086	664	422	84	32	534	346	242	0.64	0.79	0.24	0.13	0.037	18042	1820	12564	0.101	0.696	0.47	0.37	0.35	140.3	2.8	1138.0	0.25	14651	-78	-0.5	20.5	25,868
Tyler County, TX	11.0	31.5	82.0	66.0	7.55	TX	Tyler County	1	1139	696	443	29	16	283	199	123	0.64	1.57	0.15	0.13	0.054	12945	1930	9490	0.149	0.733	0.36	0.32	0.32	190.6	0.72	1078.0	0.3	21672	-92	-0.4	23.2	29,921
Tyler County, TX	12.0	24.0	77.25	72.5	6.87	TX	Tyler County	3	1139	696	443	29	16	283	199	123	0.64	1.57	0.15	0.13	0.054	12945	1930	9490	0.149	0.733	0.36	0.32	0.32	190.6	0.72	1078.0	0.3	21672	-92	-0.4	23.2	29,921
Tyler County, TX	12.71	23.0	84.71	64.0	6.97	TX	Tyler County	6	1139	696	443	29	16	283	199	123	0.64	1.57	0.15	0.13	0.054	12945	1930	9490	0.149	0.733	0.36	0.32	0.32	190.6	0.72	1078.0	0.3	21672	-92	-0.4	23.2	29,921
Tyler County, TX	15.77	25.23	75.62	53.38	5.52	TX	Tyler County	12	1139	696	443	29	16	283	199	123	0.64	1.57	0.15	0.13	0.054	12945	1930	9490	0.149	0.733	0.36	0.32	0.32	190.6	0.72	1078.0	0.3	21672	-92	-0.4	23.2	29,921
Tyler County, TX	16.19	24.44	71.0	54.06	5.02	TX	Tyler County	18	1139	696	443	29	16	283	199	123	0.64	1.57	0.15	0.13	0.054	12945	1930	9490	0.149	0.733	0.36	0.32	0.32	190.6	0.72	1078.0	0.3	21672	-92	-0.4	23.2	29,921
Upshur County, TX	25.5	35.0	126.0	103.0	5.1	TX	Upshur County	1	631	452	179	6	3	187	146	91	0.4	0.96	0.04	0.03	0.035	12773	990	6029	0.078	0.472	0.54	0.43	0.43	157.3	5.33	1355.0	0.04	41753	2376	5.7	70.4	26,667
Upshur County, TX	20.5	32.0	132.0	88.0	7.1	TX	Upshur County	3	631	452	179	6	3	187	146	91	0.4	0.96	0.04	0.03	0.035	12773	990	6029	0.078	0.472	0.54	0.43	0.43	157.3	5.33	1355.0	0.04	41753	2376	5.7	70.4	26,667
Upshur County, TX	24.14	30.43	132.71	85.86	6.06	TX	Upshur County	6	631	452	179	6	3	187	146	91	0.4	0.96	0.04	0.03	0.035	12773	990	6029	0.078	0.472	0.54	0.43	0.43	157.3	5.33	1355.0	0.04	41753	2376	5.7	70.4	26,667
Upshur County, TX	31.92	38.69	128.23	71.15	4.68	TX	Upshur County	12	631	452	179	6	3	187	146	91	0.4	0.96	0.04	0.03	0.035	12773	990	6029	0.078	0.472	0.54	0.43	0.43	157.3	5.33	1355.0	0.04	41753	2376	5.7	70.4	26,667
Upshur County, TX	32.25	39.44	123.31	69.69	4.38	TX	Upshur County	18	631	452	179	6	3	187	146	91	0.4	0.96	0.04	0.03	0.035	12773	990	6029	0.078	0.472	0.54	0.43	0.43	157.3	5.33	1355.0	0.04	41753	2376	5.7	70.4	26,667
Upton County, TX	2.5	3.0	3.0	120.0	2.25	TX	Upton County	1	34	24	10	0	0	7	4	2	0.42	1.43	0.0	0.0	0.007	3267	385	2524	0.118	0.773	0.09	0.09	0.09	234.5	1.65	823.0	0.57	3657	319	8.7	2.9	8,553
Upton County, TX	2.0	2.33	3.33	172.0	2.83	TX	Upton County	3	34	24	10	0	0	7	4	2	0.42	1.43	0.0	0.0	0.007	3267	385	2524	0.118	0.773	0.09	0.09	0.09	234.5	1.65	823.0	0.57	3657	319	8.7	2.9	8,553
Upton County, TX	1.83	1.83	3.83	170.5	2.92	TX	Upton County	6	34	24	10	0	0	7	4	2	0.42	1.43	0.0	0.0	0.007	3267	385	2524	0.118	0.773	0.09	0.09	0.09	234.5	1.65	823.0	0.57	3657	319	8.7	2.9	8,553
Upton County, TX	2.1	2.2	5.4	140.7	3.38	TX	Upton County	12	34	24	10	0	0	7	4	2	0.42	1.43	0.0	0.0	0.007	3267	385	2524	0.118	0.773	0.09	0.09	0.09	234.5	1.65	823.0	0.57	3657	319	8.7	2.9	8,553
Upton County, TX	1.85	2.08	6.15	137.23	4.6	TX	Upton County	18	34	24	10	0	0	7	4	2	0.42	1.43	0.0	0.0	0.007	3267	385	2524	0.118	0.773	0.09	0.09	0.09	234.5	1.65	823.0	0.57	3657	319	8.7	2.9	8,553
Uvalde County, TX	12.5	13.0	64.5	78.0	5.4	TX	Uvalde County	1	696	398	298	22	10	189	149	120	0.75	1.58	0.15	0.08	0.04	9923	481	5320	0.048	0.536	0.43	0.31	0.31	240.9	-1.94	245.0	2.1	26741	298	1.1	17.2	20,935
Uvalde County, TX	13.0	17.75	69.5	76.25	6.08	TX	Uvalde County	3	696	398	298	22	10	189	149	120	0.75	1.58	0.15	0.08	0.04	9923	481	5320	0.048	0.536	0.43	0.31	0.31	240.9	-1.94	245.0	2.1	26741	298	1.1	17.2	20,935
Uvalde County, TX	13.43	17.0	72.57	78.43	5.97	TX	Uvalde County	6	696	398	298	22	10	189	149	120	0.75	1.58	0.15	0.08	0.04	9923	481	5320	0.048	0.536	0.43	0.31	0.31	240.9	-1.94	245.0	2.1	26741	298	1.1	17.2	20,935
Uvalde County, TX	13.62	18.77	65.54	60.62	5.39	TX	Uvalde County	12	696	398	298	22	10	189	149	120	0.75	1.58	0.15	0.08	0.04	9923	481	5320	0.048	0.536	0.43	0.31	0.31	240.9	-1.94	245.0	2.1	26741	298	1.1	17.2	20,935
Uvalde County, TX	13.88	19.0	60.44	59.5	4.87	TX	Uvalde County	18	696	398	298	22	10	189	149	120	0.75	1.58	0.15	0.08	0.04	9923	481	5320	0.048	0.536	0.43	0.31	0.31	240.9	-1.94	245.0	2.1	26741	298	1.1	17.2	20,935
Val Verde County, TX	34.5	55.5	155.5	54.5	5.1	TX	Val Verde County	1	1654	1275	379	0	0	193	161	97	0.3	1.96	0.0	0.0	0.101	12576	718	6975	0.057	0.555	0.82	0.75	0.75	181.2	-0.91	114.0	3.04	49025	54	0.1	15.2	32,992
Val Verde County, TX	32.25	52.25	148.75	60.0	5.03	TX	Val Verde County	3	1654	1275	379	0	0	193	161	97	0.3	1.96	0.0	0.0	0.101	12576	718	6975	0.057	0.555	0.82	0.75	0.75	181.2	-0.91	114.0	3.04	49025	54	0.1	15.2	32,992
Val Verde County, TX	31.57	46.57	147.29	55.86	4.9	TX	Val Verde County	6	1654	1275	379	0	0	193	161	97	0.3	1.96	0.0	0.0	0.101	12576	718	6975	0.057	0.555	0.82	0.75	0.75	181.2	-0.91	114.0	3.04	49025	54	0.1	15.2	32,992
Val Verde County, TX	38.15	55.77	167.77	60.23	4.59	TX	Val Verde County	12	1654	1275	379	0	0	193	161	97	0.3	1.96	0.0	0.0	0.101	12576	718	6975	0.057	0.555	0.82	0.75	0.75	181.2	-0.91	114.0	3.04	49025	54	0.1	15.2	32,992
Val Verde County, TX	40.25	59.81	171.38	62.06	4.46	TX	Val Verde County	18	1654	1275	379	0	0	193	161	97	0.3	1.96	0.0	0.0	0.101	12576	718	6975	0.057	0.555	0.82	0.75	0.75	181.2	-0.91	114.0	3.04	49025	54	0.1	15.2	32,992
Van Zandt County, TX	43.5	68.0	200.0	60.5	4.6	TX	Van Zandt County	1	1552	1007	545	92	43	640	326	181	0.54	0.85	0.28	0.24	0.056	17927	593	6476	0.033	0.361	0.53	0.41	0.41	160.6	1.01	1372.0	0.03	56590	4011	7.1	65.8	44,430
Van Zandt County, TX	38.75	60.5	196.75	65.5	5.15	TX	Van Zandt County	3	1552	1007	545	92	43	640	326	181	0.54	0.85	0.28	0.24	0.056	17927	593	6476	0.033	0.361	0.53	0.41	0.41	160.6	1.01	1372.0	0.03	56590	4011	7.1	65.8	44,430
Van Zandt County, TX	39.0	54.14	205.29	63.86	5.36	TX	Van Zandt County	6	1552	1007	545	92	43	640	326	181	0.54	0.85	0.28	0.24	0.056	17927	593	6476	0.033	0.361	0.53	0.41	0.41	160.6	1.01	1372.0	0.03	56590	4011	7.1	65.8	44,430
Van Zandt County, TX	44.08	66.92	191.85	50.46	4.55	TX	Van Zandt County	12	1552	1007	545	92	43	640	326	181	0.54	0.85	0.28	0.24	0.056	17927	593	6476	0.033	0.361	0.53	0.41	0.41	160.6	1.01	1372.0	0.03	56590	4011	7.1	65.8	44,430
Van Zandt County, TX	45.88	64.31	173.75	48.69	4.03	TX	Van Zandt County	18	1552	1007	545	92	43	640	326	181	0.54	0.85	0.28	0.24	0.056	17927	593	6476	0.033	0.361	0.53	0.41	0.41	160.6	1.01	1372.0	0.03	56590	4011	7.1	65.8	44,430
Victoria County, TX	73.5	74.0	152.5	50.0	2.1	TX	Victoria County	1	514	405	109	6	4	217	187	136	0.27	0.5	0.03	0.03	0.038	10578	393	3073	0.037	0.291	0.52	0.44	0.44	160.1	-2.94	2180.0	-0.67	92084	5201	5.6	103.6	44,592
