County	State	Total Comps	For Sale Comps (All)	Sold Comps (All)	Sold Comps (6m)	Sold Comps (3m)	Listed Comps (12m)	Listed Comps (6m)	Listed Comps (3m)	Sold-For Sale Ratio	Sold-Listed Ratio (12m)	Sold-Listed Ratio (6m)	Sold-Listed Ratio (3m)	Parcels on Market Ratio	Total DataTree Parcels	Total Out of State Owner Parcels	Total Out of County Owner Parcels	Out of State to Total Ratio	Out of County to Total Ratio	Coefficient of Variation	Coefficient of Variation (6m)	Coefficient of Variation (3m)	Days on Market	MoM Price Change %	Economic Rank	Economic Score	Population	Population Change (2010-2019)	Population Change %	Population-Sq Mile
Lauderdale County	Tennessee	269	186	83	54	21	99	66	52	0.45	0.84	0.82	0.4	0.046	4055	408	1232	0.101	0.304	0.28	0.26	0.26	404.4	5.51	1177	0.2	25633	-2088	-8.1	50.5
Lawrence County	Tennessee	727	458	269	88	57	198	132	87	0.59	1.36	0.67	0.66	0.071	6471	631	1323	0.098	0.204	0.47	0.46	0.46	135.9	0.57	2222	-0.72	44142	2175	4.9	71.4
Lewis County	Tennessee	436	282	154	29	15	92	50	32	0.55	1.67	0.58	0.47	0.121	2324	371	1113	0.16	0.479	0.52	0.44	0.44	106.1	-10.74	2196	-0.69	12268	95	0.8	43.4
Lincoln County	Tennessee	515	355	160	54	23	161	95	70	0.45	0.99	0.57	0.33	0.086	4108	847	1239	0.206	0.302	0.4	0.37	0.37	142.6	2.74	2428	-0.96	34366	984	2.9	60.2
Loudon County	Tennessee	1763	969	794	369	148	783	473	294	0.82	1.01	0.78	0.5	0.112	8657	1281	3998	0.148	0.462	0.44	0.42	0.42	172.1	0.56	778	0.64	54068	5358	9.9	218.6
Macon County	Tennessee	409	299	110	38	20	145	105	85	0.37	0.76	0.36	0.24	0.088	3390	166	721	0.049	0.213	0.33	0.32	0.32	130.5	2.17	2698	-1.32	24602	2365	9.6	80.1
Madison County	Tennessee	603	458	145	52	29	218	169	148	0.32	0.67	0.31	0.2	0.053	8572	748	2084	0.087	0.243	0.93	0.91	0.9	238	-6.94	2516	-1.06	97984	-265	-0.3	175.4
Marion County	Tennessee	1645	1098	547	85	39	551	299	189	0.5	0.99	0.28	0.21	0.144	7624	2139	3839	0.281	0.504	0.61	0.51	0.49	196.8	-4.19	1073	0.3	28907	687	2.4	56.4
Marshall County	Tennessee	477	328	149	61	34	134	75	44	0.45	1.11	0.81	0.77	0.108	3025	250	990	0.083	0.327	0.51	0.49	0.49	138.7	4.62	2092	-0.58	34375	3688	10.7	91.4
Maury County	Tennessee	1080	731	349	63	33	262	160	112	0.48	1.33	0.39	0.29	0.158	4618	238	1038	0.052	0.225	0.76	0.71	0.71	130.9	-1.93	1619	-0.17	96387	15215	15.8	156.6
McMinn County	Tennessee	1406	1030	376	171	88	515	358	167	0.37	0.73	0.48	0.53	0.136	7579	706	1979	0.093	0.261	0.53	0.54	0.54	157.1	2.39	1950	-0.45	53794	1618	3	124.5
McNairy County	Tennessee	584	374	210	87	36	221	119	71	0.56	0.95	0.73	0.51	0.057	6535	883	1985	0.135	0.304	0.39	0.35	0.36	189.5	-0.17	2554	-1.11	25694	-372	-1.4	45.8
Meigs County	Tennessee	1269	911	358	159	89	536	403	202	0.39	0.67	0.39	0.44	0.298	3062	493	1664	0.161	0.543	0.43	0.41	0.41	184.3	4.4	839	0.56	12422	630	5.1	57.3
Monroe County	Tennessee	1992	1286	706	273	116	741	479	261	0.55	0.95	0.57	0.44	0.152	8475	1734	3803	0.205	0.449	0.43	0.41	0.41	244.5	1.58	692	0.75	46545	1935	4.2	71.3
Montgomery County	Tennessee	732	507	225	98	42	242	181	106	0.44	0.93	0.54	0.4	0.073	6943	570	1164	0.082	0.168	0.63	0.61	0.61	150.3	-4.2	1878	-0.39	208993	35834	17.1	384.3
Moore County	Tennessee	144	121	23	8	7	23	18	14	0.19	1	0.44	0.5	0.127	952	98	478	0.103	0.502	0.23	0.23	0.23	92	13.37	1505	-0.08	6488	158	2.4	49.8
Morgan County	Tennessee	742	539	203	55	24	140	96	66	0.38	1.45	0.57	0.36	0.112	4793	746	2114	0.156	0.441	0.47	0.46	0.46	186.8	11.48	1933	-0.44	21403	-616	-2.9	41
Obion County	Tennessee	154	111	43	11	6	44	35	29	0.39	0.98	0.31	0.21	0.02	5438	497	1310	0.091	0.241	0.3	0.27	0.23	152	7.4	2029	-0.52	30069	-1753	-5.8	54.1
Overton County	Tennessee	1045	697	348	134	65	297	173	112	0.5	1.17	0.77	0.58	0.146	4786	814	1895	0.17	0.396	0.47	0.45	0.45	219.8	1.18	1695	-0.22	22241	149	0.7	51.1
Perry County	Tennessee	607	416	191	57	26	153	104	52	0.46	1.25	0.55	0.5	0.113	3687	772	2140	0.209	0.58	0.71	0.69	0.68	125.3	-4.31	1334	0.07	8076	136	1.7	19.1
Pickett County	Tennessee	308	232	76	24	5	103	70	40	0.33	0.74	0.34	0.12	0.102	2279	789	1344	0.346	0.59	0.27	0.27	0.26	175.9	0.08	552	1.03	5048	-34	-0.7	28.9
Polk County	Tennessee	817	612	205	73	27	270	183	95	0.33	0.76	0.4	0.28	0.144	4257	1319	2296	0.31	0.539	0.4	0.39	0.4	168.5	-0.01	543	1.05	16832	19	0.1	38.1
Putnam County	Tennessee	1908	1279	629	258	125	615	372	163	0.49	1.02	0.69	0.77	0.174	7367	884	2033	0.12	0.276	0.88	0.83	0.83	293.9	-1.66	1250	0.13	80245	7696	9.6	199.3
Rhea County	Tennessee	1449	1077	372	131	61	563	324	223	0.35	0.66	0.4	0.27	0.161	6674	1011	2327	0.151	0.349	0.57	0.51	0.51	194.8	-0.85	884	0.51	33167	1309	3.9	98.6
Roane County	Tennessee	2381	1673	708	312	144	934	631	408	0.42	0.76	0.49	0.35	0.172	9748	1663	4086	0.171	0.419	0.52	0.49	0.48	274.6	-0.52	746	0.68	53382	-787	-1.5	135.2
Robertson County	Tennessee	567	423	144	57	24	221	151	103	0.34	0.65	0.38	0.23	0.069	6157	338	1472	0.055	0.239	0.34	0.32	0.31	137.8	-4.28	2578	-1.14	71813	5491	7.6	150.7
Rutherford County	Tennessee	690	510	180	69	29	220	159	98	0.35	0.82	0.43	0.3	0.058	8845	684	2572	0.077	0.291	0.68	0.66	0.65	111.3	-3.96	1977	-0.47	332285	68577	20.6	532.6
Scott County	Tennessee	579	405	174	75	34	186	133	60	0.43	0.94	0.56	0.57	0.077	5282	788	1466	0.149	0.278	0.46	0.44	0.44	163	1.23	1348	0.05	22068	-159	-0.7	41.4
Sequatchie County	Tennessee	1425	1073	352	70	39	516	360	287	0.33	0.68	0.19	0.14	0.221	4860	1249	2512	0.257	0.517	0.41	0.38	0.38	177.8	6.05	1761	-0.28	15026	898	6	56.5
Sevier County	Tennessee	4314	2959	1355	498	239	2139	1619	720	0.46	0.63	0.31	0.33	0.129	22898	7478	11112	0.327	0.485	0.64	0.63	0.63	160	0.08	617	0.89	98250	8327	8.5	164.4
Shelby County	Tennessee	2314	1337	977	333	121	926	559	274	0.73	1.06	0.6	0.44	0.038	35192	4431	5895	0.126	0.168	0.66	0.64	0.62	253.7	-6.29	1414	-0.01	937166	8719	0.9	1195.9
Smith County	Tennessee	380	261	119	43	13	107	81	56	0.46	1.11	0.53	0.23	0.098	2664	163	898	0.061	0.337	0.48	0.46	0.45	116.3	-7.9	882	0.51	20157	1031	5.1	62
Stewart County	Tennessee	726	545	181	66	30	132	69	42	0.33	1.37	0.96	0.71	0.123	4420	773	2317	0.175	0.524	0.61	0.61	0.62	150	-2.47	936	0.45	13715	367	2.7	27.8
Sullivan County	Tennessee	1362	949	413	161	77	674	546	311	0.44	0.61	0.29	0.25	0.07	13595	1385	2597	0.102	0.191	0.48	0.45	0.45	218.8	-2.89	742	0.68	158348	1599	1	368.5
Sumner County	Tennessee	1358	947	411	157	59	407	282	197	0.43	1.01	0.56	0.3	0.112	8475	536	2012	0.063	0.237	0.76	0.75	0.75	128.5	-5.41	1568	-0.13	191283	30069	15.7	352.2
Tipton County	Tennessee	346	213	133	52	21	115	66	41	0.62	1.16	0.79	0.51	0.032	6595	565	1836	0.086	0.278	0.38	0.35	0.35	219.6	-1.26	1862	-0.37	61599	534	0.9	129.8
Trousdale County	Tennessee	215	147	68	28	1	53	35	29	0.46	1.28	0.8	0.03	0.119	1237	82	568	0.066	0.459	0.25	0.25	0.25	155.5	-6.52	1937	-0.44	11284	3410	30.2	96.7
Unicoi County	Tennessee	405	343	62	28	15	191	166	104	0.18	0.32	0.17	0.14	0.158	2171	365	708	0.168	0.326	0.21	0.21	0.21	226.8	-1.18	1071	0.3	17883	-401	-2.2	95.9
Union County	Tennessee	914	674	240	89	32	344	186	95	0.36	0.7	0.48	0.34	0.126	5361	1329	3014	0.248	0.562	0.34	0.33	0.31	270.8	-1.13	903	0.49	19972	856	4.3	80.8
Van Buren County	Tennessee	828	587	241	62	23	223	132	77	0.41	1.08	0.47	0.3	0.186	3159	1026	2089	0.325	0.661	0.49	0.48	0.48	247.4	-2.52	2500	-1.04	5872	303	5.2	21.4
Warren County	Tennessee	940	564	376	95	44	220	133	61	0.67	1.71	0.71	0.72	0.104	5419	350	1095	0.065	0.202	0.43	0.39	0.39	160.3	-0.48	2519	-1.06	41277	1419	3.4	95.1
Washington County	Tennessee	1487	1047	440	169	77	793	676	420	0.42	0.55	0.25	0.18	0.119	8823	633	1734	0.072	0.197	0.44	0.44	0.37	162.6	1.22	448	1.26	129375	5991	4.6	392.3
Wayne County	Tennessee	591	393	198	49	15	164	102	63	0.5	1.21	0.48	0.24	0.077	5089	868	1910	0.171	0.375	0.61	0.57	0.57	163.8	-1.11	1639	-0.18	16673	-312	-1.9	22.7
Weakley County	Tennessee	371	297	74	22	10	93	79	62	0.25	0.8	0.28	0.16	0.048	6214	579	1667	0.093	0.268	0.47	0.44	0.44	296.4	1.87	2599	-1.18	33328	-1716	-5.1	57.3
White County	Tennessee	829	570	259	102	49	258	150	87	0.45	1	0.68	0.56	0.111	5130	531	1450	0.104	0.283	0.4	0.35	0.35	164.3	-0.48	1561	-0.13	27345	1517	5.5	72.1
Williamson County	Tennessee	1205	942	263	46	25	351	257	168	0.28	0.75	0.18	0.15	0.219	4305	297	988	0.069	0.23	0.69	0.66	0.66	140.5	3.53	2067	-0.55	238412	54269	22.8	408.5
Wilson County	Tennessee	881	656	225	77	36	353	239	131	0.34	0.64	0.32	0.27	0.154	4263	220	775	0.052	0.182	0.76	0.74	0.73	140.9	-1.46	1884	-0.39	144657	29980	20.7	248
Anderson County	Texas	989	564	425	14	8	261	198	139	0.75	1.63	0.07	0.06	0.037	15124	1074	7770	0.071	0.514	0.45	0.35	0.35	155.6	0.8	731	0.7	57735	-758	-1.3	53.6
Andrews County	Texas	196	191	5	0	0	103	59	29	0.03	0.05	0	0	0.048	3939	496	2747	0.126	0.697	0.1	0.1	0.1	287.7	0.89	997	0.37	18705	3856	20.6	12.5
Angelina County	Texas	835	654	181	5	1	324	217	144	0.28	0.56	0.02	0.01	0.036	18272	848	4185	0.046	0.229	0.51	0.45	0.45	165.4	-2.76	687	0.76	86715	-190	-0.2	100.3
Aransas County	Texas	778	632	146	44	20	552	348	208	0.23	0.26	0.13	0.1	0.08	7887	801	5432	0.102	0.689	0.12	0.09	0.09	180.1	3.06	202	2.35	23510	329	1.4	44.5
Archer County	Texas	195	114	81	0	0	25	18	6	0.71	3.24	0	0	0.024	4737	227	2339	0.048	0.494	0.43	0.3	0.3	323.2	1.67	1821	-0.34	8553	-565	-6.6	9.2
Armstrong County	Texas	49	42	7	0	0	15	8	3	0.17	0.47	0	0	0.017	2489	159	1534	0.064	0.616	0.08	0.07	0.07	188	4.33	1212	0.16	1887	-15	-0.8	2.1
Atascosa County	Texas	1044	508	536	54	28	294	180	78	1.06	1.82	0.3	0.36	0.044	11507	770	5652	0.067	0.491	0.54	0.34	0.34	150.6	-0.08	949	0.44	51153	6188	12.1	41.4
Austin County	Texas	877	465	412	53	26	369	197	121	0.89	1.12	0.27	0.21	0.054	8556	208	4193	0.024	0.49	0.48	0.38	0.38	168.4	-0.07	563	1	30032	1669	5.6	45.8
Bailey County	Texas	92	73	19	0	0	38	38	38	0.26	0.5	0	0	0.021	3455	414	1802	0.12	0.522	0.11	0.06	0.06	72.1	5.75	1156	0.23	7000	-154	-2.2	8.5
Bandera County	Texas	1535	971	564	72	22	513	296	163	0.58	1.1	0.24	0.13	0.045	21635	1731	12825	0.08	0.593	0.45	0.37	0.37	183	1.83	76	3.47	23112	2553	11	29
Bastrop County	Texas	1111	791	320	6	2	596	384	284	0.4	0.54	0.02	0.01	0.033	23618	1190	11898	0.05	0.504	0.58	0.37	0.37	135.9	-1.49	773	0.64	88723	14352	16.2	99
Baylor County	Texas	80	56	24	0	0	20	14	5	0.43	1.2	0	0	0.017	3364	216	1766	0.064	0.525	0.16	0.13	0.13	144.9	19.45	658	0.81	3509	-199	-5.7	3.9
Bee County	Texas	359	213	146	7	2	100	72	27	0.69	1.46	0.1	0.07	0.025	8432	371	4173	0.044	0.495	0.3	0.22	0.22	158	1.97	621	0.87	32565	701	2.2	37
Bell County	Texas	1330	949	381	5	3	600	444	308	0.4	0.64	0.01	0.01	0.025	37528	1616	9949	0.043	0.265	0.71	0.52	0.52	163.5	3.24	719	0.71	362924	50075	13.8	333.6
Bexar County	Texas	2053	1469	584	136	59	1324	902	537	0.4	0.44	0.15	0.11	0.019	79306	3769	14687	0.048	0.185	0.64	0.42	0.42	137.8	-1.45	343	1.65	2003554	280716	14	1594.3
Blanco County	Texas	1262	785	477	26	7	480	309	207	0.61	0.99	0.08	0.03	0.102	7688	449	5456	0.058	0.71	0.47	0.34	0.34	135.1	-1.17	136	2.84	11931	1433	12	16.7
Borden County	Texas	15	8	7	0	0	0	0	0	0.88	7	0	0	0.003	2356	265	1446	0.112	0.614	0	0	0			422	1.34	654	8	1.2	0.7
Bosque County	Texas	762	424	338	17	9	208	126	73	0.8	1.62	0.13	0.12	0.042	10038	327	5644	0.033	0.562	0.51	0.41	0.41	179.4	4.89	814	0.58	18685	416	2.2	18.6
Bowie County	Texas	872	600	272	5	2	166	114	54	0.45	1.64	0.04	0.04	0.032	19001	1813	4034	0.095	0.212	0.79	0.69	0.69	280.3	4.38	1227	0.15	93245	607	0.7	101
Brazoria County	Texas	3024	2026	998	258	129	1899	1075	726	0.49	0.53	0.24	0.18	0.04	50407	2758	23162	0.055	0.459	0.43	0.35	0.35	170.8	1.02	981	0.39	374264	59836	16	234.3
Brazos County	Texas	996	816	180	12	4	609	543	349	0.22	0.3	0.02	0.01	0.06	13501	527	3230	0.039	0.239	0.46	0.4	0.4	109.8	-6.97	1158	0.22	229211	33545	14.6	388.3
Brewster County	Texas	902	668	234	0	0	430	276	171	0.35	0.54	0	0	0.052	12834	3176	9391	0.247	0.732	0.6	0.5	0.5	170.4	3.23	163	2.64	9203	-55	-0.6	1.5
Briscoe County	Texas	46	21	25	0	0	6	6	3	1.19	4.17	0	0	0.008	2721	197	1552	0.072	0.57	0.12	0	0	85	0	714	0.72	1546	-87	-5.6	1.7
Brooks County	Texas	99	66	33	2	1	34	24	24	0.5	0.97	0.08	0.04	0.019	3431	132	1965	0.038	0.573	0.21	0.14	0.14	191.9	15.73	1954	-0.45	7093	-115	-1.6	7.5
Brown County	Texas	1469	936	533	32	15	499	333	199	0.57	1.07	0.1	0.08	0.079	11843	688	6426	0.058	0.543	0.46	0.35	0.35	190.1	0.67	1218	0.15	37864	-212	-0.6	39.6
Burleson County	Texas	1201	627	574	32	12	416	332	180	0.92	1.38	0.1	0.07	0.05	12551	690	7820	0.055	0.623	0.44	0.36	0.36	123.3	4.36	626	0.87	18443	1206	6.5	27.2
Burnet County	Texas	2025	1266	759	4	1	696	472	284	0.6	1.09	0.01	0	0.056	22529	1621	14359	0.072	0.637	0.68	0.49	0.49	151.7	3.29	228	2.17	48155	5393	11.2	47.2
Caldwell County	Texas	700	313	387	3	0	169	129	88	1.24	2.29	0.02	0	0.044	7143	325	3726	0.045	0.522	0.51	0.29	0.29	123.3	3.59	1309	0.08	43664	5537	12.7	79.8
Calhoun County	Texas	472	395	77	7	1	230	123	73	0.19	0.33	0.06	0.01	0.039	10010	1031	6499	0.103	0.649	0.24	0.23	0.23	275	7.18	450	1.25	21290	-23	-0.1	20.6
Callahan County	Texas	592	316	276	20	8	153	99	74	0.87	1.8	0.2	0.11	0.048	6579	228	3013	0.035	0.458	0.49	0.36	0.36	167.3	-4.91	1778	-0.3	13943	431	3.1	15.5
Cameron County	Texas	1664	1470	194	7	4	1112	739	419	0.13	0.17	0.01	0.01	0.031	47705	4244	14039	0.089	0.294	0.61	0.5	0.5	187	1.21	483	1.18	423163	15533	3.7	331.5
Camp County	Texas	385	262	123	21	10	141	98	51	0.47	0.87	0.21	0.2	0.049	5376	372	2672	0.069	0.497	0.28	0.23	0.23	138.8	-3.59	672	0.79	13094	696	5.3	64.4
Carson County	Texas	16	11	5	0	0	3	2	2	0.45	1.67	0	0	0.004	2520	155	1286	0.062	0.51	0.05	0.05	0.05	106.7		1072	0.3	5926	-236	-4	6.4
Cass County	Texas	1137	454	683	5	1	115	71	47	1.5	5.94	0.07	0.02	0.029	15621	2042	6932	0.131	0.444	0.5	0.43	0.43	338.8	0.87	1066	0.31	30026	-431	-1.4	31.3
Castro County	Texas	67	33	34	0	0	4	4	3	1.03	8.5	0	0	0.011	3141	219	1417	0.07	0.451	0.08	0.03	0.03	72.8		893	0.49	7530	-596	-7.9	8.4
Chambers County	Texas	344	280	64	22	11	254	180	98	0.23	0.25	0.12	0.11	0.019	15054	1045	8278	0.069	0.55	0.2	0.19	0.2	156.1	1.43	877	0.51	43837	8381	19.1	50.3
Cherokee County	Texas	997	656	341	6	0	246	184	105	0.52	1.39	0.03	0	0.029	22721	1606	10248	0.071	0.451	0.64	0.52	0.52	172.2	2.36	579	0.98	52646	1705	3.2	49.6
Childress County	Texas	97	39	58	0	0	4	3	0	1.49	14.5	0	0	0.015	2635	234	1354	0.089	0.514	0.25	0.05	0.05	116.2	1.1	1012	0.36	7306	236	3.2	10.2
Clay County	Texas	448	246	202	5	3	82	60	48	0.82	2.46	0.08	0.06	0.033	7425	325	3667	0.044	0.494	0.43	0.3	0.3	130.6	12.59	1043	0.33	10471	-266	-2.5	9.4
Cochran County	Texas	51	14	37	0	0	0	0	0	2.64	37	0	0	0.003	4064	1196	2913	0.294	0.717	0.09	0.03	0.03		-3.4	1581	-0.14	2853	-294	-10.3	3.7
Coke County	Texas	327	151	176	0	0	24	18	17	1.17	7.33	0	0	0.038	3999	193	2758	0.048	0.69	0.33	0.24	0.24	102	-10.44	239	2.12	3387	68	2	3.6
Coleman County	Texas	545	297	248	2	2	85	43	28	0.84	2.92	0.05	0.07	0.05	5931	272	3427	0.046	0.578	0.36	0.28	0.28	178	1.8	329	1.71	8175	-695	-8.5	6.4
Collin County	Texas	1597	1073	524	121	55	790	486	266	0.49	0.66	0.25	0.21	0.041	26224	1129	9135	0.043	0.348	0.61	0.51	0.51	141.4	4.91	986	0.39	1034730	247116	23.9	1168.1
Collingsworth County	Texas	50	20	30	0	0	6	6	2	1.5	5	0	0	0.006	3181	328	1575	0.103	0.495	0.06	0	0	94.3	0	1661	-0.2	2920	-134	-4.6	3.2
Colorado County	Texas	876	394	482	51	18	279	152	97	1.22	1.73	0.34	0.19	0.039	10215	428	4983	0.042	0.488	0.41	0.32	0.31	165.3	1.24	516	1.1	21493	621	2.9	22.1
Comal County	Texas	2943	2119	824	158	68	1901	1208	807	0.39	0.43	0.13	0.08	0.077	27686	2134	15913	0.077	0.575	0.26	0.19	0.19	108.2	-0.55	325	1.73	156209	46903	30	271.9
Comanche County	Texas	1133	557	576	10	4	218	144	108	1.03	2.64	0.07	0.04	0.064	8644	387	4184	0.045	0.484	0.52	0.41	0.41	157.2	1.05	1265	0.12	13635	-318	-2.3	14.4
Concho County	Texas	306	142	164	3	2	40	19	13	1.15	4.1	0.16	0.15	0.029	4914	223	3431	0.045	0.698	0.23	0.14	0.14	178.5	0.83	446	1.26	2726	-1376	-50.5	2.7
Cooke County	Texas	810	476	334	45	21	285	154	90	0.7	1.17	0.29	0.23	0.034	13911	514	5297	0.037	0.381	0.56	0.47	0.46	155.3	1.64	1081	0.3	41257	2785	6.8	45.9
Coryell County	Texas	1066	635	431	7	3	329	184	120	0.68	1.31	0.04	0.03	0.065	9765	320	3815	0.033	0.391	0.42	0.32	0.32	191.3	0.95	1026	0.35	75951	300	0.4	71.9
Cottle County	Texas	71	21	50	0	0	0	0	0	2.38	50	0	0	0.007	3113	478	2034	0.154	0.653	0.05	0	0		0.18	2404	-0.93	1398	-114	-8.2	1.6
Crane County	Texas	7	5	2	0	0	2	1	0	0.4	1	0	0	0.002	3056	579	2605	0.189	0.852	0.05	0.04	0.04	600.3	-1.06	952	0.43	4797	415	8.7	6.1
Crockett County	Texas	120	73	47	0	0	17	14	6	0.64	2.76	0	0	0.01	7307	627	4877	0.086	0.667	0.2	0.1	0.1	153.2	0.31	549	1.03	3464	-237	-6.8	1.2
Crosby County	Texas	49	45	4	0	0	29	23	3	0.09	0.14	0	0	0.011	4019	284	2541	0.071	0.632	0.08	0.07	0.07	127.4	23.19	464	1.23	5737	-289	-5	6.4
Culberson County	Texas	105	63	42	0	0	1	1	1	0.67	42	0	0	0.005	11740	3874	9919	0.33	0.845	0.11	0.06	0.06	72	2.55	249	2.06	2171	-232	-10.7	0.6
Dallam County	Texas	14	9	5	0	0	0	0	0	0.56	5	0	0	0.003	2971	376	1351	0.127	0.455	0	0	0			1554	-0.12	7287	540	7.4	4.8
Dallas County	Texas	2196	1511	685	293	133	1726	1117	705	0.45	0.4	0.26	0.19	0.024	63534	3261	13446	0.051	0.212	0.23	0.21	0.21	112.8	1.49	776	0.64	2635516	262523	10	2900.8
Dawson County	Texas	27	15	12	0	0	1	0	0	0.8	12	0	0	0.003	4438	278	2014	0.063	0.454	0.08	0.05	0.05	256	23.97	1473	-0.06	12728	-1098	-8.6	14.1
Deaf Smith County	Texas	72	57	15	0	0	19	9	5	0.26	0.79	0	0	0.014	3953	332	1942	0.084	0.491	0.14	0.1	0.1	232.8	8.02	1003	0.37	18546	-921	-5	12.4
Delta County	Texas	205	131	74	12	5	88	71	43	0.56	0.84	0.17	0.12	0.042	3111	223	1581	0.072	0.508	0.3	0.12	0.11	109.9	2.71	2142	-0.63	5331	89	1.7	19.2
Denton County	Texas	1375	890	485	88	42	633	432	268	0.54	0.77	0.2	0.16	0.016	55717	3452	30192	0.062	0.542	0.6	0.45	0.45	131.4	10.26	733	0.7	887207	220447	24.8	926.2
DeWitt County	Texas	220	138	82	4	2	60	31	23	0.59	1.37	0.13	0.09	0.012	11390	349	5370	0.031	0.471	0.19	0.14	0.14	214.9	1.37	1370	0.03	20160	106	0.5	22.1
Dickens County	Texas	32	17	15	0	0	1	1	1	0.88	15	0	0	0.005	3279	160	2268	0.049	0.692	0.04	0.01	0.01	25		1388	0.02	2211	-236	-10.7	2.4
Dimmit County	Texas	118	64	54	9	7	27	16	3	0.84	2	0.56	2.33	0.011	6071	812	3797	0.134	0.625	0.18	0.17	0.16	267.7	-0.22	1007	0.37	10124	81	0.8	7.6
Donley County	Texas	240	188	52	0	0	28	23	12	0.28	1.86	0	0	0.04	4642	465	3075	0.1	0.662	0.31	0.17	0.17	202.3	1.04	1435	-0.02	3278	-456	-13.9	3.5
Duval County	Texas	978	664	314	8	2	45	30	20	0.47	6.98	0.27	0.1	0.053	12628	554	9170	0.044	0.726	0.3	0.2	0.2	246	-12.17	862	0.53	11157	-567	-5.1	6.2
Eastland County	Texas	1115	625	490	29	14	260	154	82	0.78	1.88	0.19	0.17	0.061	10177	374	4421	0.037	0.434	1	0.42	0.42	177.1	-5.5	1966	-0.46	18360	-234	-1.3	19.7
Ector County	Texas	770	731	39	4	3	477	367	246	0.05	0.08	0.01	0.01	0.044	16712	1201	6637	0.072	0.397	0.19	0.16	0.16	189.8	-4.71	388	1.45	166223	29148	17.5	184.3
Edwards County	Texas	3243	1903	1340	6	2	71	55	33	0.7	18.87	0.11	0.06	0.229	8328	292	7171	0.035	0.861	0.5	0.47	0.46	176	4.26	358	1.56	1932	-67	-3.5	0.9
El Paso County	Texas	2003	1754	249	0	0	888	549	313	0.14	0.28	0	0	0.014	125307	46488	64204	0.371	0.512	0.68	0.68	0.68	237.3	8.3	137	2.83	839238	35662	4.2	827.1
Ellis County	Texas	1556	1122	434	112	54	789	465	228	0.39	0.55	0.24	0.24	0.064	17604	806	6446	0.046	0.366	0.55	0.43	0.43	183.4	3.39	1600	-0.15	184826	34459	18.6	194.2
Erath County	Texas	1552	898	654	26	10	472	314	170	0.73	1.39	0.08	0.06	0.097	9235	490	3845	0.053	0.416	0.72	0.54	0.54	139.1	3.66	1511	-0.09	42698	4786	11.2	39.2
Falls County	Texas	674	422	252	11	5	277	197	43	0.6	0.91	0.06	0.12	0.042	9930	520	5226	0.052	0.526	0.37	0.27	0.27	150.7	1.41	1211	0.16	17297	-594	-3.4	22.4
Fannin County	Texas	1559	1033	526	66	27	609	380	246	0.51	0.86	0.17	0.11	0.085	12208	486	6578	0.04	0.539	0.69	0.49	0.49	130.5	4.62	1429	-0.02	35514	1594	4.5	39.5
Fayette County	Texas	1272	559	713	38	14	266	161	107	1.28	2.68	0.24	0.13	0.048	11718	381	6698	0.033	0.572	0.46	0.4	0.39	212.9	3.44	510	1.12	25346	790	3.1	26.4
Fisher County	Texas	155	54	101	0	0	10	6	5	1.87	10.1	0	0	0.012	4357	304	2538	0.07	0.583	0.37	0.11	0.11	267.6	-1.51	1092	0.29	3830	-129	-3.4	4.2
Floyd County	Texas	42	27	15	0	0	1	1	1	0.56	15	0	0	0.006	4517	374	2537	0.083	0.562	0.04	0.02	0.02	29	0	810	0.58	5712	-691	-12.1	5.8
Foard County	Texas	80	26	54	0	0	7	6	4	2.08	7.71	0	0	0.007	3587	498	2182	0.139	0.608	0.22	0.08	0.08	92.6	-0.62	1968	-0.46	1155	-189	-16.4	1.6
Fort Bend County	Texas	1029	692	337	75	35	667	386	255	0.49	0.51	0.19	0.14	0.026	26820	1214	13068	0.045	0.487	0.5	0.38	0.38	187.4	11.39	1906	-0.41	811688	221435	27.3	916.1
Franklin County	Texas	243	191	52	7	6	100	55	36	0.27	0.52	0.13	0.17	0.021	9162	756	5440	0.083	0.594	0.24	0.18	0.18	144.5	-1.77	855	0.54	10725	118	1.1	36.4
Freestone County	Texas	1015	525	490	52	20	345	205	115	0.93	1.42	0.25	0.17	0.036	14779	1077	8403	0.073	0.569	0.63	0.46	0.46	139.8	1.19	1588	-0.14	19717	-86	-0.4	22.1
Frio County	Texas	439	229	210	21	13	90	73	48	0.92	2.33	0.29	0.27	0.031	7317	309	4568	0.042	0.624	0.34	0.21	0.21	146.8	-0.5	870	0.52	20306	3050	15	17.9
Gaines County	Texas	152	121	31	0	0	63	44	23	0.26	0.49	0	0	0.018	6845	603	2594	0.088	0.379	0.17	0.15	0.15	162.6	-6.51	761	0.66	21492	3904	18.2	14.3
Galveston County	Texas	2169	1607	562	204	93	1739	1164	733	0.35	0.32	0.18	0.13	0.038	41817	2958	20395	0.071	0.488	0.18	0.17	0.18	159	1.99	418	1.35	342139	49655	14.5	391.9
Garza County	Texas	75	72	3	0	0	36	28	3	0.04	0.08	0	0	0.022	3312	297	2038	0.09	0.615	0.31	0.31	0.31	238.6	12.14	804	0.6	6229	-238	-3.8	7
Gillespie County	Texas	1866	1270	596	9	3	554	328	236	0.47	1.08	0.03	0.01	0.091	14018	526	5313	0.038	0.379	0.68	0.58	0.58	151.1	2.71	357	1.56	26988	2114	7.8	25.4
